song_artists,uri,track_name,duration_ms,explicit,track_popularity,track_number,album_name,album_artist,album_release_date,genres,label,album_popularity,album_cover,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_lyrics,lyrics_page_views,cleaned_title,featured_artists
['Chris Young'],spotify:track:33GCe6PUX8QTcIDLD4lOdi,Leave Me Wanting More,180960,False,42,7,Losing Sleep,Chris Young,2017-10-20,,RCA Records Label Nashville,62,https://i.scdn.co/image/ab67616d00001e024f90c1c1e428bcf6615d5bed,0.00559,0.418,0.768,0.0,0,0.203,-4.961,1,0.0291,185.945,4,0.711,"Leave Me Wanting More Lyrics
I know it's seven o' clock
I know I've already got a dinner reservation set for two
We made a plan to go out, but all I'm thinking  about is me laying
Right here beside you
So if you change your mind and tell me that you wanna stay
At home instead of going, you know what I'm gonna say
As long as I got your eyes staring back into mine
I got everything that I need

We don't gotta leave this room
You don't have to get dressed up for me tonight
Girl, to get me staring at you
You look good in any light
You're gonna leave me breathless
Even if we never walk out that door
We don't gotta leave this room
For you to leave me wanting more (for you to leave me wanting more)

Wanting more of your kiss landing right on my lips
Leaning right into me, skin on skin
Wanting more of just of us falling deeper in love
Over and over again
We don't gotta leave this room
You don't have to get dressed up for me tonight
Girl, to get me staring at you
You look good in any light
You're gonna leave me breathless
Even if we never walk out that door
We don't gotta leave this room
For you to leave me wanting more
For you to leave me wanting more

So, when you pull me close and tell me that you wanna stay
At home with me, girl, everytime you know I'm gonna stay

We don't gotta leave this room
You don't have to get dressed up for me tonight
Girl, to get me staring at you
You look good in any light
You're gonna leave me breathless
Even if we never walk out that door
We don't gotta leave this room
For you to leave me wanting more
You always leave me wanting moreEmbed",,Leave Me Wanting More,
['Chris Young'],spotify:track:1uZSM3J7aIQMFPc6rKgbvf,Trouble Looking,153186,False,38,8,Losing Sleep,Chris Young,2017-10-20,,RCA Records Label Nashville,62,https://i.scdn.co/image/ab67616d00001e024f90c1c1e428bcf6615d5bed,0.28,0.546,0.695,1.99e-06,8,0.111,-5.995,1,0.0335,156.005,4,0.612,"Trouble Looking Lyrics
Girl, I know you didn't come here just for the free beer
Came to put some jaws on the ground
Turn this place upside down
You stand out on the dance floor
Song stops and I want more
Your eyes lock into mine
Lord, help me tonight

Cause I know I'm gonna fall for you
My mind, I'm gonna lose it
All the warning signs are flashing
I can't help it, I just gotta have that
Kinda smile that leads to something that I shouldn't be doing
I can tell by the way you're laughing
You're trouble looking for a place to happen

We start talking and ya lean in
Already drowning in the deep end
I wannna kiss your lips, there's no way out of this
Cause I know I'm gonna fall for you
My mind, I'm gonna lose it
All the warning signs are flashing
I can't help it, I just gotta have that
Kinda smile that leads to something that I shouldn't be doing
I can tell by the way you're laughing
You're trouble looking for a place to happen

And it can happen with me tonight
Mess me up, girl, I won't fight it

Cause I know I'm gonna fall for you
My mind, I'm gonna lose it
The warning signs are flashing
I can't help it, I just gotta have that
Kinda smile that leads to something that I shouldn't be doing
I can tell by the way you're laughing
You're trouble looking for a place to happen

Trouble looking for a place to happen, baby
You stand out on the dance floor
Already drowning in the deep end
The song stops and I want moreEmbed",,Trouble Looking,
['Chris Young'],spotify:track:3bauoOPAu0bY8XKqNpwDI8,Woke Up Like This,188573,False,40,9,Losing Sleep,Chris Young,2017-10-20,,RCA Records Label Nashville,62,https://i.scdn.co/image/ab67616d00001e024f90c1c1e428bcf6615d5bed,0.0332,0.525,0.768,0.0,9,0.0884,-5.86,1,0.0283,143.985,4,0.657,"Woke Up Like This Lyrics
There's empty champagne glasses
And our clothes, they're all scattered across the room
Your high-heeled shoes are right where you kicked them off
Your head's laying on my chest
And your brown eyes are stealing my breath
Just me and you, and the sun coming through the window
Is all we have on, yeah

Yeah, I can't help but love, this view, I can't get enough
Of looking at you with that sleepy little smile on your face
Girl, you got a way
With a touch, you can get to me
This morning is like a dream
Maybe the only think better than all night long with you is
That we woke up like this

With nothing for us to do, but lay here way past noon
Girl, if you want to, you know I wanna start every day like this
Yeah, I can't help but love, this view, I can't get enough
Of looking at you with that sleepy little smile on your face
Girl, you got a way
With a touch, you can get to me
This morning is like a dream
Maybe the only thing better than all night long with you is
That we woke up like this
We woke up like this
Yeah, I can't help but love, this view, I can't get enough
Of looking at you with that sleepy little smile on your face
Girl, you got a way
With a touch, you can get to me
This morning is like a dream
Maybe the only think better than all night long with you is
That we woke up like this
We woke up like thisEmbed",,Woke Up Like This,
['Chris Young'],spotify:track:3d5pGFm3KHRIfpP9hG80jr,Blacked Out,189880,False,42,10,Losing Sleep,Chris Young,2017-10-20,,RCA Records Label Nashville,62,https://i.scdn.co/image/ab67616d00001e024f90c1c1e428bcf6615d5bed,0.835,0.598,0.391,1.48e-05,7,0.101,-11.544,1,0.0323,156.014,4,0.644,"Blacked Out Lyrics
I won't lie, it hurts like hell
So I'm doin' shots, just tryin' to deal
But all this pain, she left me with
So I'm getting gone so I can get

Blacked out
Like Elvis in 1968
Like Johnny Cash any given day
Like a Mach 1 Fastback Mustang
I'm blacked out like the clouds hanging over this heart of mine
These ray bans covering up my eyes
Not a shadow of a doubt, blacked out

Her goodbye rattles around
Just like a ghost in this house
That's why I drink, to drown it out
It's the only way I know to let her go for a little while
Blacked out
Like Elvis in 1968
Like Johnny Cash any given day
Like a Mach 1 Fastback Mustang
I'm blacked out like the clouds hanging over this heart of mine
These ray bans covering up my eyes
Not a shadow of a doubt, blacked out

Blacked out
Like that label on a bottle of jack
The old guitar Emmylou has
Like the coal at the bottom of an old mine shaft

Blacked out
Like the clouds hanging over this heart of mine
The ray bans covering up my eyes
Not a shadow of a doubt

No, there's not a shadow of a doubt
Blacked out
Blacked out1Embed",6605.0,Blacked Out,
['Chris Young'],spotify:track:5YbuzLOlu2PFeK1dKU6R1j,The Christmas Song,214586,False,20,1,It Must Be Christmas,Chris Young,2016-10-14,,RCA Records Label Nashville,34,https://i.scdn.co/image/ab67616d00001e02d73cc1092bce65229a7a17ef,0.659,0.628,0.396,0.0,2,0.165,-8.412,0,0.0274,92.96,3,0.239,,,,
['Chris Young'],spotify:track:2jjTpxLZ7rjVFgwgjKbUjk,Christmas (Baby Please Come Home),162386,False,34,2,It Must Be Christmas,Chris Young,2016-10-14,,RCA Records Label Nashville,34,https://i.scdn.co/image/ab67616d00001e02d73cc1092bce65229a7a17ef,0.0183,0.54,0.795,0.0,6,0.219,-5.554,1,0.0296,128.956,4,0.586,,,,
['Chris Young'],spotify:track:5nSSdNEDk9XMehLfNExo6z,Under the Weather,187000,False,25,3,It Must Be Christmas,Chris Young,2016-10-14,,RCA Records Label Nashville,34,https://i.scdn.co/image/ab67616d00001e02d73cc1092bce65229a7a17ef,0.2,0.489,0.717,0.0,0,0.156,-6.941,1,0.0301,76.039,4,0.816,,,,
"['Chris Young', 'Alan Jackson']",spotify:track:4oJCw6FaWVflBnMkMfn800,There's a New Kid in Town (feat. Alan Jackson),249613,False,22,4,It Must Be Christmas,Chris Young,2016-10-14,,RCA Records Label Nashville,34,https://i.scdn.co/image/ab67616d00001e02d73cc1092bce65229a7a17ef,0.446,0.308,0.315,0.0,8,0.23,-10.017,1,0.0348,206.299,3,0.326,"There’s A New Kid In Town Lyrics
We're looking for the King
The new Messiah
We're following the star
Shining brighter
Old man won't you help us if you can
He shook his head
But he pointed his hand

There's a new kid in town
And he's lying in a manger down the road
There's a new kid in town
But he's just another baby I suppose
Heaven knows
There's a new kid in town
Here in Bethlehem

I see you've traveled far
Bearing treasures
You say these gifts are for
The new King's pleasure
Well I've heard
That a King might come
And up until now there hasn't been one
There's a new kid in town
And he's lying in a manger down the road
There's a new kid in town
But he's just another baby I suppose
Heaven knows
There's a new kid in town
Here in Bethlehem
There's a new kid in town
And he's lying in a manger down the road
There's a new kid in town
But he's just another baby I suppose
Heaven knows
There's a new kid in town
Here in BethlehemEmbed",,There’s A New Kid In Town,['Alan Jackson']
['Chris Young'],spotify:track:04sDTEmhxv5hgx8AFlqcda,Holly Jolly Christmas,138893,False,25,5,It Must Be Christmas,Chris Young,2016-10-14,,RCA Records Label Nashville,34,https://i.scdn.co/image/ab67616d00001e02d73cc1092bce65229a7a17ef,0.192,0.542,0.501,6.45e-05,2,0.179,-7.956,1,0.0266,77.974,4,0.174,,,,
['Chris Young'],spotify:track:37XISPTFUSEAuqzzqT2caL,Have Yourself a Merry Little Christmas,205240,False,19,6,It Must Be Christmas,Chris Young,2016-10-14,,RCA Records Label Nashville,34,https://i.scdn.co/image/ab67616d00001e02d73cc1092bce65229a7a17ef,0.0901,0.613,0.697,7.32e-06,0,0.18,-5.79,1,0.0283,136.05,4,0.883,,,,
"['Chris Young', 'Brad Paisley']",spotify:track:0GRsJ9hz1U3WpkCOJoINqK,The First Noel (feat. Brad Paisley),215360,False,19,7,It Must Be Christmas,Chris Young,2016-10-14,,RCA Records Label Nashville,34,https://i.scdn.co/image/ab67616d00001e02d73cc1092bce65229a7a17ef,0.712,0.538,0.33,0.0,2,0.105,-7.956,0,0.0249,80.996,3,0.21,"The First Noel LyricsThe First Noel, the Angels did say
Was to certain poor shepherds in fields as they lay
In fields where they lay keeping their sheep
On a cold winter's night that was so deep
Noel, Noel, Noel, Noel
Born is the King of Israel!
They looked up and saw a star
Shining in the East beyond them far
And to the earth it gave great light
And so it continued both day and night
Noel, Noel, Noel, Noel
Born is the King of Israel!
Then entered in those wise men three
Full reverently upon their knee
And offered there in his presence
Their gold, and myrrh, and frankincense
Noel, Noel, Noel, Noel
Born is the King
Born is the King
Born is the King of Israel!Embed",,The First Noel,['Brad Paisley']
['Chris Young'],spotify:track:7xfbXme9Cmf8dgQdUHSux8,I'll Be Home for Christmas,218000,False,18,8,It Must Be Christmas,Chris Young,2016-10-14,,RCA Records Label Nashville,34,https://i.scdn.co/image/ab67616d00001e02d73cc1092bce65229a7a17ef,0.885,0.432,0.222,1.81e-06,10,0.122,-11.2,1,0.0314,85.868,3,0.261,,,,
"['Chris Young', 'Boyz II Men']",spotify:track:6qp2D29ecpIe6D72UzLopz,Silent Night (feat. Boyz II Men),243960,False,18,9,It Must Be Christmas,Chris Young,2016-10-14,,RCA Records Label Nashville,34,https://i.scdn.co/image/ab67616d00001e02d73cc1092bce65229a7a17ef,0.916,0.556,0.24,2.51e-06,9,0.116,-11.276,1,0.0353,93.074,4,0.215,"Silent Night LyricsSilent night, holy night
All  is calm, all is bright
Round  yon Virgin, Mother and Child
Holy infant so tender and mild
Sleep in heavenly peace
Sleep  in heavenly peace
Silent  night, holy night
Shepherds quake at the sight
Glories  stream from heaven afar
Heavenly hosts sing Alleluia
Christ the Savior is born
Christ the Savior is born
Silent  night, holy night
Son of God love's pure light
Radiant beams from Thy holy face
With dawn of redeeming grace
Jesus Lord, at Thy birth
Jesus Lord, at Thy birth
Christ the Savior is born
Christ the Savior is bornEmbed",,Silent Night,['Boyz II Men']
['Chris Young'],spotify:track:5RS5bZyibXXrYZQX5IO4cu,It Must Be Christmas,211093,False,31,10,It Must Be Christmas,Chris Young,2016-10-14,,RCA Records Label Nashville,34,https://i.scdn.co/image/ab67616d00001e02d73cc1092bce65229a7a17ef,0.0945,0.601,0.546,0.0,2,0.15,-7.426,1,0.0326,123.927,4,0.414,"It Must Be Christmas LyricsWeather's getting cold again
The leaves are falling off the trees
You can almost sense it's time
For jingle bells and wrapping things
Every driveway's full of cars
Kids out of school in the yards
When there's lights on every street
The snowflakes on everything
Well it's just what you've been waiting for all year
When you believe in Santa Claus
When you give gifts just because
And you drive all night only to be near
The ones you love
Well it must be Christmas
All you see is red and green
And people wearing winter coats
Every church has a Nativity
For everyone to see
That's how you know
When there's lights on every street
The snowflakes on everything
Well it's just what you've been waiting for all year
When you believe in Santa Claus
When you give gifts just because
And you drive all night only to be near
The ones you love
Well it must be Christmas
When you believe in Santa Claus
When you give gifts just because
And you drive all night only to be near
The ones you love
Well it must be Christmas
It must be ChristmasEmbed",,It Must Be Christmas,
